"Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"NCQ02","OUT010",1070.40973808834
"NCY06","OUT049",2133.00068007407
"FDY56","OUT035",3730.42087924035
"FDL02","OUT035",1840.94733940014
"NCI06","OUT035",2962.04639423149
"FDQ14","OUT045",2352.7907197658
"FDQ12","OUT017",3702.4424620638
"FDP36","OUT046",859.110613438792
"FDK21","OUT027",5403.12221188389
"FDO40","OUT045",2313.35894542334
"NCK54","OUT019",-25.1291065201179
"FDY09","OUT018",2543.31844950182
"NCW30","OUT049",4181.59023929213
"NCC55","OUT027",2056.82046537396
"FDE58","OUT018",1590.93285776276
"FDR39","OUT013",2967.7052543102
"FDU28","OUT049",3097.25815435741
"FDH08","OUT017",3712.89605915125
"FDG35","OUT045",2783.78637187882
"FDG22","OUT049",749.440281779174
"FDC34","OUT035",2660.96812756589
"FDP15","OUT018",3734.39910823836
"FDK34","OUT010",1887.78979546514
"FDU45","OUT035",2028.85832940672
"FDQ04","OUT027",2125.41554838677
"FDX22","OUT018",3077.16582084997
"FDB45","OUT017",1777.19461841019
"NCH43","OUT027",4847.48836136351
"DRE60","OUT046",3506.65411623907
"FDD17","OUT027",5171.6014329292
"NCM54","OUT017",2103.68398435252
"NCH55","OUT013",2038.37480125825
"NCT06","OUT017",2719.36014661286
"FDA48","OUT027",4926.92048274811
"FDY58","OUT027",5047.57180294601
"FDO25","OUT045",3259.76472563562
"FDN50","OUT045",1507.45953769994
"FDH35","OUT035",2773.0429166814
"FDK09","OUT045",3516.1989881666
"FDO16","OUT013",1367.39949286008
"FDW11","OUT045",1007.05579689154
"FDU47","OUT027",3736.92067672695
"NCQ42","OUT010",141.536906817738
"FDK55","OUT027",2898.53978195801
"FDN08","OUT049",1988.80138795865
"FDT57","OUT045",3691.36581591173
"FDJ12","OUT018",3038.53172284362
"DRL59","OUT017",968.763259851438
"NCN53","OUT046",605.166303316522
"FDO51","OUT010",-1086.2799513059
"FDK56","OUT017",3090.05943991427
"FDY12","OUT035",1039.02614619583
"FDU15","OUT035",828.256594408595
"FDQ19","OUT046",3888.49093657125
"DRF15","OUT045",2404.95038676171
"DRE25","OUT019",-436.16670264555
"FDK57","OUT018",1613.00542860579
"FDD33","OUT010",1753.99836524131
"FDR34","OUT027",5096.21926446759
"FDU04","OUT045",1881.554188214
"FDE35","OUT019",-846.569865250385
"NCD31","OUT035",2728.139826702
"FDJ56","OUT035",1728.68547236436
"NCU53","OUT046",2617.09302236577
"FDD39","OUT035",3540.95869886912
"NCU17","OUT019",-269.180792320006
"FDJ20","OUT046",2008.17753889869
"NCW41","OUT018",2217.91700037203
"FDL52","OUT035",839.115995265263
"FDS39","OUT035",2426.76515564543
"DRJ47","OUT045",2697.01813633363
"FDP13","OUT010",-1185.44799757169
"DRK39","OUT010",-561.32300811998
"FDF28","OUT010",162.585694065418
"FDB09","OUT045",1946.58102192669
"FDM51","OUT046",1664.98948619357
"DRM49","OUT018",488.245150398969
"DRF23","OUT013",2803.92079902869
"DRH01","OUT035",2867.66917834273
"FDH12","OUT027",3152.77380668554
"FDA28","OUT019",132.957262219069
"FDW37","OUT018",1158.75931495529
"FDF02","OUT046",1658.59447543637
"DRL37","OUT046",732.60336250427
"NCF43","OUT046",2259.09379961632
"FDH08","OUT010",1732.75156069796
"FDR34","OUT019",1774.64764722756
"NCK19","OUT049",3163.42391188546
"NCD55","OUT018",435.709776157576
"FDT27","OUT049",3821.76394715578
"FDQ57","OUT045",2301.08843503902
"FDA47","OUT035",2759.34102071784
"DRG15","OUT027",2481.21226199231
"FDE05","OUT018",2097.23113678512
"FDN46","OUT046",1638.66050592982
"FDX27","OUT027",2971.31283653997
"FDT51","OUT045",1762.15818820976
"FDU33","OUT013",811.350572739632
"FDJ16","OUT027",2422.553867893
"FDD20","OUT019",80.8183538349595
"FDT36","OUT049",669.881463399107
"DRF15","OUT027",3884.19098598105
"FDN52","OUT010",-458.091567402169
"FDC22","OUT027",4506.85160952561
"FDX15","OUT045",2495.82226786211
"FDT13","OUT013",3012.8737876032
"FDU04","OUT017",2040.45799429496
"FDU31","OUT019",1579.86996624394
"FDW59","OUT027",2843.23289172357
"NCO29","OUT046",2628.24569167704
"FDL15","OUT035",2592.59313517845
"FDI41","OUT049",2461.71372247087
"FDQ48","OUT049",1720.76770037595
"DRI39","OUT013",943.839198345081
"FDI08","OUT013",4022.33949993815
"FDC21","OUT049",1902.67915556363
"FDF58","OUT035",1185.33723102683
"FDS08","OUT010",956.984060310676
"FDE47","OUT045",1902.90526457461
"NCP18","OUT019",535.815844780521
"NCR41","OUT013",1570.00518227248
"FDA27","OUT013",4082.12119288821
"FDA43","OUT035",3233.05898076027
"FDA49","OUT045",1333.15527269401
"NCE55","OUT018",2523.47639548664
"DRM49","OUT027",2227.155035643
"FDF22","OUT027",4826.76310034636
"FDQ15","OUT018",1051.49482989784
"NCS54","OUT017",2876.66024705215
"NCY05","OUT013",640.759669606656
"FDR45","OUT046",3786.73485323989
"FDK57","OUT049",2019.23984509332
"FDF41","OUT010",1993.27213271176
"FDV21","OUT046",1981.1155000707
"FDD51","OUT046",775.015167944973
"FDF33","OUT046",1778.18544701813
"FDA38","OUT046",3781.97838452346
"FDR56","OUT045",3089.09699126801
"NCN41","OUT017",2016.95550634425
"FDC60","OUT027",2887.77930759783
"FDB47","OUT045",3219.72448615186
"DRH01","OUT013",2798.85302476111
"FDW08","OUT046",1677.65219183611
"FDF38","OUT027",2165.5961976686
"FDY32","OUT017",2696.70493876473
"FDG34","OUT049",1885.20824932019
"FDG47","OUT019",2209.32055904992
"NCF18","OUT035",3130.43897551214
"FDL39","OUT019",1038.0994529809
"NCH55","OUT035",2127.28533059568
"DRJ35","OUT049",1090.58709074158
"FDS44","OUT035",3930.76919836546
"DRE01","OUT018",3475.06363083715
"FDY39","OUT013",3012.29088027628
"FDY32","OUT018",2300.02449233044
"FDR33","OUT027",3227.87691877322
"NCP50","OUT049",1390.71327067865
"FDZ47","OUT018",1333.42784164277
"FDU57","OUT049",2561.27300553804
"FDY44","OUT013",3172.68867657135
"DRH59","OUT018",914.488346051276
"FDB03","OUT027",5256.40705401329
"FDY46","OUT045",2913.27585977737
"FDM39","OUT045",2774.82333148129
"FDY36","OUT035",1378.31046480526
"NCM55","OUT035",3049.40142555064
"FDJ50","OUT010",-991.439921926024
"DRL60","OUT013",2434.29548342284
"NCJ54","OUT049",3731.17488099144
"FDX59","OUT017",705.408675370638
"FDI07","OUT013",3242.32021762056
"DRF51","OUT010",-1247.65409101
"FDM14","OUT017",1862.27101743632
"FDP21","OUT045",2972.80808715099
"FDE40","OUT035",1224.27377904422
"FDE05","OUT035",2538.05858761502
"FDM13","OUT027",3566.08395266593
"FDC34","OUT027",3966.69241925636
"NCI55","OUT018",1664.31362763657
"NCE43","OUT018",2381.99247978364
"FDW58","OUT018",1442.7301062534
"FDG60","OUT045",3634.62882947759
"FDV31","OUT017",2908.73717298015
"FDR47","OUT013",3119.10694542388
"FDM60","OUT019",-1155.2893469764
"NCF06","OUT018",3771.71969797658
"NCN26","OUT027",3298.2476496452
"FDQ59","OUT049",1523.68912381079
"FDF09","OUT046",664.469994009203
"NCS06","OUT017",4246.45497891608
"FDT44","OUT046",1888.25008114451
"FDI19","OUT017",3956.02565095467
"FDT22","OUT017",1084.0287100838
"NCF54","OUT027",4151.487084467
"DRG25","OUT045",2888.4098599407
"FDB59","OUT017",3242.11457738072
"FDQ37","OUT017",3195.39760683659
"FDP56","OUT035",965.677892004012
"FDW44","OUT035",2933.66695579005
"FDJ26","OUT010",1532.91712618573
"FDU43","OUT018",3507.62150250841
"FDW33","OUT045",1608.61034061121
"NCX53","OUT027",3731.96950734608
"FDN56","OUT010",486.569321023592
"DRF15","OUT049",2531.61308469735
"FDO33","OUT017",1918.24627275752
"FDZ39","OUT010",-165.202524214992
"NCJ19","OUT017",991.210022389066
"FDU01","OUT035",3126.71545156124
"FDT12","OUT035",3713.02678594295
"NCM18","OUT018",721.986174887345
"FDP19","OUT017",2134.37328990661
"NCR42","OUT049",658.609840059088
"FDN10","OUT046",1899.97865197639
"FDG44","OUT017",1016.87367966406
"FDQ10","OUT046",2747.78957164242
"DRH13","OUT049",1772.50428149578
"FDT52","OUT013",3924.47926285126
"FDM56","OUT045",1716.42396174872
"NCO43","OUT010",-281.065511370469
"NCV29","OUT035",2950.49276502789
"NCF06","OUT013",4106.62709665656
"FDO50","OUT035",1605.28212392813
"FDT59","OUT013",3669.44586743332
"FDX40","OUT027",2075.04443634096
"FDE50","OUT017",3110.23139939553
"FDX51","OUT017",3283.4566254039
"NCD30","OUT018",1286.06723484302
"FDK15","OUT013",1640.77628472137
"FDL12","OUT045",979.303461737606
"FDK46","OUT017",4180.27820056167
"DRH49","OUT010",-590.258864814417
"FDQ57","OUT046",2367.86755883096
"FDY59","OUT017",1606.56430530949
"FDO09","OUT018",3856.61401522645
"NCG30","OUT035",2118.0974523863
"FDM09","OUT017",2821.48070244759
"NCN17","OUT027",3044.159478423
"NCS42","OUT013",1451.43289612726
"FDD02","OUT019",-26.4277138858535
"FDE34","OUT013",2919.67817337985
"FDU38","OUT045",3005.60311717165
"FDB33","OUT046",2546.44941942688
"NCJ29","OUT017",1482.32837924699
"FDZ27","OUT035",974.899046764076
"FDI40","OUT013",1649.77848095871
"FDG22","OUT013",724.508868220339
"FDT51","OUT017",1927.23780693757
"FDF20","OUT018",2888.83104606031
"FDV50","OUT035",2082.55724038053
"FDT02","OUT049",741.708237185712
"DRC49","OUT017",2400.07093471685
"FDF26","OUT049",2566.51656466098
"FDV52","OUT035",2053.79098848935
"FDX59","OUT049",721.103870635673
"FDV25","OUT035",3644.51573971778
"FDW23","OUT027",2108.03348109092
"FDE53","OUT018",1448.54718237149
"FDA19","OUT017",2178.48756323345
"FDH22","OUT046",1995.79511480005
"NCO41","OUT013",1585.20298971661
"FDX12","OUT017",3943.2869887123
"FDF17","OUT013",3158.66678118091
"FDS11","OUT045",3493.43134612483
"FDR51","OUT035",2567.85930097657
"FDT49","OUT010",-222.157416022784
"FDC56","OUT013",1940.89667465574
"FDR13","OUT027",3346.7679298799
"FDQ60","OUT035",2084.68474502982
"FDN38","OUT049",4037.38257632526
"NCL29","OUT013",2518.78433597363
"FDO13","OUT027",4075.54553455268
"FDE26","OUT018",2020.37220784014
"FDA31","OUT010",857.927196344609
"FDX14","OUT035",1382.22106364599
"FDA34","OUT045",2723.30675742495
"FDF26","OUT013",2518.41170743
"FDE38","OUT045",2600.27555904255
"DRI11","OUT046",1808.42072765481
"FDQ60","OUT027",3360.99943759053
"FDL21","OUT027",2173.62130389316
"DRC12","OUT027",4485.35127548252
"FDC47","OUT046",3587.05293774746
"FDE57","OUT045",2202.606378891
"FDT14","OUT045",1889.2896702517
"NCZ53","OUT046",3008.0797522674
"FDE28","OUT018",3368.02626200161
"FDR19","OUT035",2480.0697745628
"NCF54","OUT019",857.250746065464
"FDZ08","OUT046",1355.93406341859
"NCJ05","OUT018",2169.32764207704
"FDF59","OUT046",2025.58926025861
"NCO05","OUT035",1731.1771423058
"FDW24","OUT018",559.695841334636
"NCX42","OUT018",2362.14824289599
"NCA53","OUT035",945.647942516139
"FDI45","OUT019",943.400629807395
"FDG46","OUT046",1853.05764325406
"FDM20","OUT010",1958.30128946086
"FDW11","OUT010",-852.714274528699
"FDX08","OUT035",3013.09788236809
"NCK17","OUT035",822.500399153003
"FDK32","OUT018",2196.51333092081
"NCA42","OUT035",2674.26656868006
"DRI01","OUT035",2851.77115599641
"NCL55","OUT049",4066.68258099583
"DRE25","OUT018",1215.9124852785
"FDD14","OUT017",2995.80519147426
"FDB10","OUT046",3715.39942972359
"DRN11","OUT035",2427.28335018106
"FDP38","OUT018",582.51318002999
"NCA30","OUT017",3062.80275009628
"FDT15","OUT017",3089.47510569138
"NCP55","OUT018",661.485584479528
"FDF12","OUT035",2514.10487372038
"FDM21","OUT018",3748.29950499442
"FDX56","OUT035",3436.73687608664
"FDF10","OUT017",2447.53386035946
"FDT32","OUT045",3000.06102435824
"FDM51","OUT018",1397.46661083729
"NCR50","OUT018",2179.72478243329
"FDI19","OUT049",3922.27900371155
"FDX21","OUT017",1817.82387996014
"FDR31","OUT035",2520.53734482821
"FDY02","OUT013",4176.55961034674
"NCA29","OUT045",2645.13035977358
"NCX17","OUT046",3625.23780521775
"FDM12","OUT045",2998.97378200048
"FDI53","OUT027",4029.81624767102
"NCU30","OUT049",2698.28635218557
"FDC56","OUT027",3371.01445900255
"FDK27","OUT018",1700.78523423567
"NCK18","OUT017",2745.81141107552
"FDB52","OUT019",2177.00342280644
"DRG25","OUT027",4432.52199042428
"FDZ13","OUT049",983.722254210939
"FDB57","OUT019",1693.96752483098
"FDR40","OUT046",1389.22119042612
"NCO14","OUT019",-1143.50528164445
"NCN19","OUT045",2960.09514452516
"FDQ28","OUT019",622.380684399084
"FDO13","OUT018",2361.51223924013
"FDK48","OUT013",1297.23750564894
"FDU07","OUT018",2171.48967297648
"FDW20","OUT046",1989.66484526887
"FDV12","OUT010",-270.124619670944
"FDH24","OUT013",2565.8048060728
"FDV59","OUT049",3514.80789173576
"FDK57","OUT045",1847.76526734531
"FDL16","OUT027",2196.55126199078
"NCQ17","OUT046",2460.06036467171
"FDJ15","OUT018",2721.36895555437
"FDX24","OUT049",1606.35580774491
"FDT47","OUT046",1608.95300634751
"FDT10","OUT049",1140.94377272729
"FDZ37","OUT018",1178.60108862277
"FDW43","OUT027",5119.11965432721
"DRN36","OUT017",1618.71316500599
"FDJ14","OUT045",1280.94098857644
"FDA32","OUT013",3475.42007457083
"FDJ38","OUT019",1170.58774922562
"FDQ57","OUT017",2459.34878046571
"NCQ41","OUT019",1178.56356970684
"FDG56","OUT049",1135.88941444528
"DRC13","OUT027",3445.67844216377
"FDV55","OUT035",2469.82814775058
"FDQ49","OUT045",2507.16827650517
"FDE29","OUT010",-913.091407428814
"FDR03","OUT013",3338.58012666298
"FDD45","OUT049",1586.70087979793
"FDN38","OUT010",2065.34466620999
"FDT56","OUT046",1012.03546077682
"FDT48","OUT045",3116.40210216997
"FDU03","OUT049",3013.04761969599
"FDC56","OUT010",-5.18158443630175
"NCO43","OUT027",3019.10480209553
"FDQ27","OUT017",1779.68137096401
"FDR03","OUT046",3320.38497713881
"DRH23","OUT010",-1035.78359383478
"FDG22","OUT045",639.772577648279
"NCJ42","OUT013",1678.87455381941
"FDR24","OUT046",1500.74678970983
"FDW60","OUT035",2991.60873611065
"FDJ08","OUT013",3049.35071572111
"DRL59","OUT018",589.043931866411
"FDG60","OUT010",1776.31969514887
"FDW27","OUT017",2622.82622808431
"FDX14","OUT018",989.252738533901
"FDC20","OUT013",983.186862038731
"NCS29","OUT018",3840.83145314992
"FDJ56","OUT046",1601.73358394083
"FDB20","OUT019",-619.618742888611
"FDL28","OUT027",5086.11425711885
"FDW01","OUT018",2147.72294115189
"FDL03","OUT046",3200.48154011491
"FDX22","OUT049",3441.65258232369
"FDJ21","OUT035",2501.14756586636
"FDR31","OUT045",2354.61314306132
"FDG21","OUT035",2595.50699405487
"FDS22","OUT027",2220.85100241898
"FDK08","OUT035",1768.3383167096
"FDE17","OUT018",2186.92850872233
"NCN30","OUT017",1625.85173878308
"FDT50","OUT046",1605.30894093562
"NCX42","OUT049",2697.26881388362
"FDJ12","OUT035",3463.9145461892
"NCA18","OUT027",3297.50738238568
"FDP23","OUT019",1554.64823589067
"FDX12","OUT013",3874.06550232772
"FDN40","OUT018",2158.76268539206
"FDV48","OUT035",1453.03498091152
"NCY54","OUT013",2723.3269290695
"FDL16","OUT010",-1144.72479772031
"FDR45","OUT018",3505.3035661995
"FDJ52","OUT046",2589.31481193693
"DRG01","OUT017",1348.66701228399
"FDP52","OUT013",3705.9087550551
"FDU58","OUT017",3110.89931623033
"FDL02","OUT045",1654.91252195206
"FDG28","OUT013",3910.16024972791
"FDA19","OUT035",2199.45616226323
"FDW46","OUT027",2578.15830563786
"NCD43","OUT049",1733.75593354369
"DRG39","OUT013",897.222654579407
"NCF55","OUT049",701.027612626448
"FDJ07","OUT046",1908.91977618553
"FDE08","OUT046",2423.40910110645
"FDP56","OUT019",-1041.34772072218
"FDT45","OUT045",833.137052538551
"FDF17","OUT018",2820.64500080947
"FDX44","OUT046",1434.29368575595
"FDM28","OUT027",4312.42523300791
"FDI36","OUT049",3272.87185478718
"FDS07","OUT045",1778.94591064002
"FDD36","OUT045",1823.38515204216
"FDW11","OUT046",1025.94674885587
"FDN40","OUT049",2558.8198963487
"NCQ18","OUT049",1625.45781201721
"NCQ54","OUT017",2746.44057291666
"NCS42","OUT045",1386.76572273597
"DRH39","OUT010",-664.477369602704
"FDC09","OUT027",3161.80615763912
"FDT08","OUT010",539.017909047521
"FDC08","OUT035",3731.05835533722
"FDT20","OUT017",761.188558385635
"FDS35","OUT035",1200.58004472035
"FDX58","OUT018",2623.91544627005
"FDW58","OUT046",1713.37334322235
"DRD27","OUT046",1601.39437406116
"FDH32","OUT019",-324.28997645719
"FDS26","OUT035",4274.91886428612
"FDQ31","OUT046",1456.57384976369
"FDP11","OUT018",3191.97675166957
"FDD58","OUT017",1693.33762700088
"FDM33","OUT045",3377.15727067686
"FDZ16","OUT049",3218.35404063857
"NCS29","OUT010",2245.45548056608
"NCM18","OUT019",-926.822421315533
"FDP11","OUT049",3564.21377940865
"NCC42","OUT017",2350.23043902794
"DRM23","OUT046",2727.65900899651
"NCN55","OUT027",5193.45615257123
"FDK46","OUT013",4089.15793923987
"FDR01","OUT046",3201.51464455897
"NCA05","OUT045",2331.65091745862
"NCP43","OUT017",2920.26797910111
"FDR12","OUT010",874.507711554673
"FDQ01","OUT013",4076.37391364138
"FDM13","OUT046",2102.60637063387
"FDQ19","OUT017",3982.15953609673
"FDK56","OUT019",1050.6418739167
"NCX06","OUT010",1012.26915305238
"FDO56","OUT027",3391.64114881024
"FDU45","OUT045",1779.50655565488
"FDI16","OUT019",-964.579629294851
"FDL32","OUT046",1846.12043003621
"FDA07","OUT046",2027.55387517885
"FDA14","OUT045",2306.78578199647
"FDV46","OUT027",3702.58728116093
"NCO07","OUT035",3489.67940000653
"NCP41","OUT046",1688.70693323766
"FDY60","OUT018",2041.49364948103
"FDN38","OUT017",4078.82147124696
"FDO15","OUT046",1294.91935188317
"FDT60","OUT013",1972.10188358819
"FDA55","OUT035",3727.02460547882
"FDE02","OUT010",-389.44068842422
"DRJ39","OUT049",3578.68879212874
"FDV34","OUT035",1411.78559577447
"FDS20","OUT027",4390.42093710574
"FDF02","OUT027",3083.48414891508
"FDW40","OUT017",2426.47957332364
"NCB43","OUT046",2949.22644601359
"FDR58","OUT017",1564.0019152716
"DRJ59","OUT035",821.493669869095
"NCD30","OUT017",1671.964877535
"FDE14","OUT017",1712.46673095655
"FDC28","OUT018",1446.79009236175
"FDU16","OUT018",1116.90137030752
"NCD19","OUT035",1064.75041882644
"FDU21","OUT046",665.314854932254
"FDV59","OUT027",4887.49228966992
"FDU03","OUT045",2879.39539285538
"FDC33","OUT010",1319.29045408585
"NCR42","OUT035",733.402453969559
"DRH59","OUT035",1356.88461450794
"NCM31","OUT035",2401.37870750519
"FDS50","OUT035",3657.40235835459
"FDP39","OUT046",896.429195251778
"FDQ55","OUT013",1948.80786174458
"FDV36","OUT019",100.061954681474
"FDI05","OUT027",2726.6303629931
"FDS45","OUT027",3204.64614180077
"FDA39","OUT045",628.427468881117
"FDC37","OUT010",-149.862425086908
"FDJ60","OUT027",4138.37609161679
"DRQ35","OUT046",1948.09873476869
"NCJ06","OUT046",1902.63577104825
"NCY42","OUT018",2027.73230424195
"DRM37","OUT049",3186.36479835644
"FDR14","OUT045",798.411068172578
"FDE51","OUT049",885.656670707851
"FDT33","OUT017",2801.14860304868
"FDR08","OUT013",1842.36507829042
"FDE36","OUT010",756.549549958169
"FDL22","OUT019",-434.64466202952
"FDR44","OUT013",2157.78267597001
"FDI56","OUT019",-456.039183403845
"FDE47","OUT010",129.643800684124
"FDV27","OUT010",-395.100650586752
"FDV10","OUT049",844.111247252796
"FDC40","OUT045",1267.80478837581
"NCX41","OUT013",3344.36490582974
"NCQ38","OUT027",3115.21873994677
"FDV12","OUT027",3093.75559784748
"FDE52","OUT017",1573.62429399891
"FDG20","OUT027",4297.85870900019
"FDV16","OUT027",2076.4767899151
"FDI32","OUT017",1910.44652015778
"FDJ32","OUT049",1129.62687933354
"FDN39","OUT018",2474.24312867194
"FDY34","OUT017",2816.77814710945
"FDC14","OUT035",889.564798343394
"FDA55","OUT017",3692.14803706267
"FDZ50","OUT010",1047.38283109056
"DRG13","OUT049",2719.35372513981
"FDP01","OUT013",2526.72520905822
"NCG54","OUT017",2826.51432506089
"FDM13","OUT045",2046.62746200773
"NCO18","OUT027",4279.07216182032
"NCW41","OUT013",2518.82745977067
"FDM52","OUT027",3826.0602826035
"NCF55","OUT035",738.731927793841
"FDT09","OUT046",2143.26631587492
"NCM19","OUT035",1889.88708365907
"FDW12","OUT018",2116.82465692823
"FDP15","OUT019",2137.96800956271
"FDK36","OUT045",767.400457130904
"FDZ25","OUT035",2923.40059726073
"NCW06","OUT049",3147.01199396603
"FDW60","OUT046",2895.56449049906
"DRC49","OUT013",2338.3260705307
"NCT17","OUT035",3137.26306063806
"NCN06","OUT018",2315.68614196743
"FDC45","OUT013",2746.32822947776
"DRJ47","OUT019",826.906351017243
"NCF06","OUT045",3992.54772521861
"FDE21","OUT010",1.64166898501237
"DRG27","OUT013",710.687656819982
"FDW40","OUT049",2394.32161891672
"NCO53","OUT046",2903.91116586487
"FDE23","OUT049",891.832497637859
"FDQ16","OUT046",1747.67292318082
"FDS26","OUT045",4028.63239492521
"FDZ13","OUT010",-1071.19279853299
"FDS14","OUT049",2606.05785813143
"FDC10","OUT045",1869.41887808436
"FDY16","OUT049",3069.59268596051
"FDJ20","OUT035",2179.93379798086
"FDV43","OUT035",876.150016705856
"FDZ32","OUT027",3194.10122904237
"FDR23","OUT046",2800.43022217291
"FDN24","OUT035",1014.79508210547
"FDE34","OUT027",4348.2405681122
"FDU31","OUT013",3525.44751050125
"FDW33","OUT018",1426.37548821918
"FDU26","OUT046",1930.21765559655
"FDE20","OUT027",4214.11996476953
"NCW05","OUT035",1795.32347992501
"FDB22","OUT018",2138.90479092253
"FDO56","OUT046",1911.18631668207
"FDA19","OUT027",3520.52750526256
"DRI39","OUT045",860.615322173288
"FDH52","OUT018",759.83397510331
"FDZ50","OUT035",3094.13640071348
"NCN42","OUT035",2491.85609497136
"FDB53","OUT013",2390.49158205557
"DRG11","OUT017",1821.17066325327
"DRK11","OUT027",3825.90068608537
"FDQ60","OUT017",2072.92314996148
"FDT36","OUT017",683.493712975714
"DRG25","OUT018",2661.40205843634
"DRJ23","OUT046",3022.09075274682
"FDG05","OUT035",2701.22407909332
"NCK06","OUT018",1639.5085339297
"FDU52","OUT017",2570.67357117232
"FDW07","OUT018",1167.91733473161
"NCM17","OUT045",677.928057985039
"FDA22","OUT045",2622.87700536152
"NCA41","OUT018",2789.61051122051
"FDF38","OUT035",898.631486727252
"FDH52","OUT046",1078.36037735563
"FDY58","OUT019",1680.34774149406
"FDZ16","OUT045",3060.77810722045
"NCM18","OUT017",1097.04961825969
"FDA22","OUT018",2374.20978180114
"NCJ43","OUT035",2935.40019367727
"FDI34","OUT027",5112.2464717516
"FDG56","OUT046",1066.75032328307
"FDS34","OUT046",1885.03260204271
"DRC01","OUT035",1019.05276801016
"FDQ04","OUT035",813.586427501114
"FDK04","OUT035",1107.76263683755
"FDT51","OUT049",1910.44958262982
"FDV26","OUT017",3262.56301668573
"FDS04","OUT049",2379.52805707866
"FDW43","OUT018",3372.71416896526
"FDQ28","OUT010",611.96979649494
"NCK06","OUT017",2019.23239001067
"FDS23","OUT018",1780.40065633455
"FDZ36","OUT019",1126.54382392403
"FDE56","OUT018",778.603454864683
"FDW10","OUT027",4231.53693486292
"NCN14","OUT045",2863.59552083794
"NCQ18","OUT045",1478.69949696445
"FDW08","OUT017",1798.32424720927
"FDU43","OUT035",3914.48067608252
"FDR33","OUT010",-148.15814682139
"FDM24","OUT010",553.897206325117
"NCZ05","OUT046",1633.49111258638
"NCV41","OUT035",1924.59364193377
"FDV11","OUT018",2534.4212362768
"NCY05","OUT035",762.113989305781
"FDV44","OUT018",2771.02988235909
"FDW32","OUT049",1495.28938792553
"NCU18","OUT027",3720.19324331216
"NCC43","OUT035",4068.88351733389
"FDW19","OUT013",1852.97351505075
"FDN31","OUT035",3193.77051974808
"FDI48","OUT045",828.887249701056
"FDS24","OUT017",1583.19107046459
"FDF46","OUT049",1923.28507687188
"DRG23","OUT017",2509.04513108342
"FDG14","OUT018",2174.92337341254
"NCY30","OUT049",2935.92690861657
"FDO28","OUT018",1661.07252157007
"DRD24","OUT035",2416.47553528465
"FDI33","OUT049",1546.72466251106
"FDN32","OUT046",2980.39567539667
"FDR16","OUT045",3328.2290037833
"FDF26","OUT046",2505.09479191656
"NCN29","OUT018",535.22284017964
"FDE20","OUT045",2690.11506284998
"FDA46","OUT046",3053.40200669285
"FDU28","OUT045",2959.77396949636
"FDQ48","OUT045",1576.12628197603
"FDV36","OUT013",2071.85641124462
"FDR14","OUT018",591.427189117839
"FDP23","OUT017",3534.37569448314
"FDP56","OUT013",901.490221796992
"FDK48","OUT010",-635.313930958901
"FDR48","OUT046",2432.30877585844
"NCY29","OUT049",1023.96719999027
"FDM22","OUT018",654.351612620279
"DRJ01","OUT013",2598.22807223427
"FDZ43","OUT045",3833.66977970446
"FDV03","OUT035",2623.46573157557
"FDX11","OUT027",4365.95549972537
"NCA41","OUT027",4511.31489052041
"FDE38","OUT017",2768.41821257604
"FDI27","OUT018",542.504641514863
"FDN32","OUT013",2965.89552278261
"NCN43","OUT017",2022.72356565066
"FDB47","OUT027",4719.10665676995
"FDV03","OUT017",2596.31319370311
"NCN30","OUT045",1502.4941941078
"NCV54","OUT010",17.8075225525296
"FDV07","OUT013",1801.06633170788
"FDP07","OUT049",3244.40934605903
"FDK48","OUT018",927.887698501833
"FDM15","OUT019",576.843613875595
"FDY19","OUT027",3337.3648416266
"FDK46","OUT046",4091.29092697597
"FDY11","OUT045",1074.99990214627
"FDH09","OUT046",895.753561247166
"FDO08","OUT027",4139.43442124801
"FDU14","OUT013",3985.10085604816
"FDD22","OUT027",3242.74760915218
"FDM27","OUT017",2641.31628745137
"FDL02","OUT027",3174.42513025821
"NCA17","OUT035",2486.78838576809
"FDE38","OUT019",742.468759613739
"NCG07","OUT049",3072.93448459853
"DRC27","OUT013",3912.47313227718
"FDA27","OUT035",4209.6591503583
"FDW40","OUT045",2247.56594861394
"DRI11","OUT013",1857.27218767102
"FDN50","OUT046",1572.69294269878
"FDR12","OUT046",2780.07182435244
"FDT34","OUT027",3098.27550963002
"FDW11","OUT035",1172.97981894525
"NCO30","OUT027",4358.24596569778
"FDZ34","OUT017",3181.69634609374
"FDU45","OUT017",1944.56620823965
"NCD42","OUT035",774.234522972073
"FDX25","OUT045",2820.16384883892
"NCR29","OUT046",928.895173504054
"FDX43","OUT019",804.778549602271
"FDB04","OUT010",-446.223994057447
"FDR49","OUT027",2216.8554407547
"FDS39","OUT018",2012.21345092001
"FDW58","OUT045",1643.46624980474
"FDG22","OUT019",-1197.44353901604
"FDG31","OUT017",1153.90854240685
"NCV53","OUT027",5217.15098618994
"DRJ37","OUT035",2531.54700725688
"FDV07","OUT035",1916.24363120419
"FDW52","OUT018",2411.92972542328
"FDT15","OUT045",2930.60140552999
"FDD02","OUT018",1612.96173159178
"FDM16","OUT035",1393.29745820878
"NCE55","OUT046",2770.59839749668
"FDB57","OUT018",3278.8910895021
"FDQ04","OUT013",757.129217586261
"FDQ47","OUT019",-1285.13686300864
